City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Ternate,ID,2021-11-24 05:57:59,0.8,127.4,84.96,71,58,6.53
294,Nadym,RU,2021-11-24 05:57:59,65.5333,72.5167,8.11,95,100,8.14
295,Bitung,ID,2021-11-24 05:58:00,1.4451,125.1824,85.05,74,69,0.29
296,Bondo,CD,2021-11-24 05:58:00,3.8146,23.6866,74.1,56,37,2.75
297,Rennes,FR,2021-11-24 05:58:00,48.1667,-1.6667,38.57,93,0,5.75
298,Tirlyanskiy,RU,2021-11-24 05:58:01,54.2109,58.5806,10.51,84,20,3.76
299,Novyy Urengoy,RU,2021-11-24 05:58:01,66.0833,76.6333,8.11,95,100,9.13
300,Roald,NO,2021-11-24 05:58:01,62.5833,6.1333,50.14,76,75,12.66
301,Pedreiras,BR,2021-11-24 05:58:01,-4.5688,-44.6003,76.08,89,89,2.51
302,Awjilah,LY,2021-11-24 05:58:02,29.1081,21.2869,67.15,31,100,2.39
303,Businga,CD,2021-11-24 05:58:02,3.3333,20.8833,74.08,61,1,1.86
304,Ketchikan,US,2021-11-24 05:55:21,55.3422,-131.6461,37.87,87,90,9.22
305,Japura,ID,2021-11-24 05:58:03,-0.3167,102.35,90.01,56,100,2.35
306,Zarechnyy,RU,2021-11-24 05:58:03,53.2036,45.1923,17.31,33,98,3.71
307,Montgomery,US,2021-11-24 05:58:03,39.1501,-77.1997,34.32,68,0,4.0
308,Kathmandu,NP,2021-11-24 05:55:33,27.7167,85.3167,66.42,55,20,5.75
309,Caravelas,BR,2021-11-24 05:58:04,-17.7125,-39.2481,67.98,95,38,2.48
310,Montevideo,UY,2021-11-24 05:55:05,-34.8335,-56.1674,56.91,77,0,11.5
311,Lexington,US,2021-11-24 05:54:20,37.9887,-84.4777,31.89,74,0,7.4
312,Ipanema,BR,2021-11-24 05:58:04,-30.1391,-51.2244,64.38,73,0,9.22
313,Valleyview,CA,2021-11-24 05:58:04,55.0667,-117.2859,5.04,78,88,5.75
314,Brainerd,US,2021-11-24 05:58:05,46.358,-94.2008,43.23,87,100,4.65
315,Komsomolskiy,UZ,2021-11-24 05:58:05,40.4272,71.7189,50.72,37,100,4.61
316,Tahta,EG,2021-11-24 05:58:05,26.7693,31.5021,57.31,58,25,7.67
317,Santiago Del Estero,AR,2021-11-24 05:55:59,-27.7951,-64.2615,66.81,87,26,7.07
318,Vawkavysk,BY,2021-11-24 05:58:06,53.1561,24.4513,33.49,96,90,10.38
319,Ratnagiri,IN,2021-11-24 05:58:06,16.9833,73.3,88.68,59,22,3.51
320,Landeck,AT,2021-11-24 05:58:06,47.1301,10.5636,31.32,72,5,7.31
321,Pangnirtung,CA,2021-11-24 05:59:07,66.1451,-65.7125,24.21,96,100,10.85
322,Tatarskaya Kargala,RU,2021-11-24 05:59:07,51.9495,55.1731,8.62,98,98,3.91
323,Ovalle,CL,2021-11-24 05:59:07,-30.5983,-71.2003,57.83,82,3,2.98
324,Ucluelet,CA,2021-11-24 05:56:18,48.9329,-125.5528,39.09,88,65,6.55
325,Alenquer,BR,2021-11-24 05:59:08,-1.9417,-54.7383,75.54,81,43,2.06
326,Puqi,CN,2021-11-24 05:59:08,29.7167,113.8833,64.54,26,1,5.06
327,Koumac,NC,2021-11-24 05:59:08,-20.5667,164.2833,78.12,80,100,5.91
328,Baloda,IN,2021-11-24 05:59:08,22.15,82.4833,82.63,35,1,2.62
329,Rotterdam,NL,2021-11-24 05:56:24,51.9225,4.4792,46.89,82,90,3.44
330,Lazo,RU,2021-11-24 05:59:09,43.3817,133.9014,22.55,68,92,8.16
331,Talara,PE,2021-11-24 05:59:09,-4.5772,-81.2719,67.05,81,59,11.07
332,Leningradskiy,RU,2021-11-24 05:59:10,69.3833,178.4167,-17.46,80,84,2.46
333,Fort Saint James,CA,2021-11-24 05:59:10,54.4333,-124.25,23.99,95,95,2.98
334,Zhaoyuan,CN,2021-11-24 05:59:10,37.3592,120.3964,51.94,28,0,8.66
335,Poum,NC,2021-11-24 05:59:10,-20.2333,164.0167,78.08,82,100,9.08
336,Cap Malheureux,MU,2021-11-24 05:59:11,-19.9842,57.6142,82.89,67,28,8.01
337,Havelock,US,2021-11-24 05:59:11,34.8791,-76.9013,39.92,80,0,6.82
338,Seydi,TM,2021-11-24 05:59:12,39.4816,62.9137,60.91,26,5,3.89
339,Kloulklubed,PW,2021-11-24 05:59:12,7.0419,134.2556,84.45,76,73,17.87
340,Korla,CN,2021-11-24 05:59:12,41.7597,86.1469,35.44,41,1,6.44
341,Maralal,KE,2021-11-24 05:59:12,1.0968,36.698,67.78,54,15,5.7
342,Quatre Cocos,MU,2021-11-24 05:59:13,-20.2078,57.7625,82.51,66,30,11.81
343,Taltal,CL,2021-11-24 05:59:13,-25.4,-70.4833,58.93,82,51,1.36
344,Maumere,ID,2021-11-24 05:59:13,-8.6199,122.2111,86.0,65,90,2.75
345,Santa Lucia,ES,2021-11-24 05:59:14,27.9117,-15.5407,56.77,88,0,5.75
346,Magadan,RU,2021-11-24 05:59:14,59.5667,150.8,6.53,75,12,22.46
347,Tuy Hoa,VN,2021-11-24 05:59:14,13.0833,109.3,77.77,91,100,15.73
348,Toora-Khem,RU,2021-11-24 05:59:15,52.4675,96.11,22.96,79,100,3.13
349,Skelleftea,SE,2021-11-24 05:55:57,64.7507,20.9528,28.76,64,0,1.01
350,Rabo De Peixe,PT,2021-11-24 05:59:15,37.8,-25.5833,67.28,99,75,14.97
351,Mattawa,US,2021-11-24 05:59:15,46.7379,-119.9028,42.08,85,1,8.01
352,Pell City,US,2021-11-24 05:59:16,33.5862,-86.2861,42.24,92,1,0.0
353,Qaqortoq,GL,2021-11-24 05:59:16,60.7167,-46.0333,31.06,85,100,12.48
354,Roma,US,2021-11-24 05:56:09,43.2128,-75.4557,24.73,87,21,1.99
355,Barstow,US,2021-11-24 05:59:16,34.8986,-117.0228,53.64,31,36,6.2
356,Ostersund,SE,2021-11-24 05:59:17,63.1792,14.6357,36.05,87,0,5.75
357,Xining,CN,2021-11-24 05:59:17,36.6167,101.7667,38.68,20,0,2.33
358,Mayor Pablo Lagerenza,PY,2021-11-24 05:59:17,-19.9309,-60.7718,72.84,97,100,3.13
359,Curvelo,BR,2021-11-24 05:59:18,-18.7564,-44.4308,70.48,67,63,1.45
360,Mastic Beach,US,2021-11-24 05:59:18,40.7668,-72.8521,33.55,61,1,1.99
361,Stonewall,CA,2021-11-24 05:59:18,50.1344,-97.3268,28.08,94,99,11.03
362,Rock Sound,BS,2021-11-24 05:59:19,24.9,-76.2,73.47,66,35,19.62
363,Derzhavinsk,KZ,2021-11-24 05:59:19,51.1,66.3167,22.96,95,100,3.47
364,Olafsvik,IS,2021-11-24 05:59:19,64.8945,-23.7142,33.31,63,35,12.88
365,Pontian Kecil,MY,2021-11-24 05:59:19,1.4801,103.3899,79.12,65,99,5.28
366,Hobyo,SO,2021-11-24 05:59:20,5.3505,48.5268,83.57,63,56,5.77
367,Daru,PG,2021-11-24 05:59:20,-9.0763,143.2092,85.75,71,19,9.48
368,Bukachacha,RU,2021-11-24 06:00:22,52.9833,116.9167,10.09,48,27,2.57
369,Nyurba,RU,2021-11-24 06:00:24,63.2842,118.3319,-12.93,96,13,3.58
370,Bam,IR,2021-11-24 06:00:26,29.106,58.357,68.56,35,15,10.42
371,Ixtapa,MX,2021-11-24 06:00:26,20.7,-105.2,70.21,83,59,2.35
372,Miri,MY,2021-11-24 06:00:27,4.4148,114.0089,83.28,81,72,6.35
373,Kruisfontein,ZA,2021-11-24 06:00:29,-34.0033,24.7314,58.89,72,93,3.49
374,Ahuimanu,US,2021-11-24 06:00:29,21.4447,-157.8378,76.75,73,11,7.94
375,Maragogi,BR,2021-11-24 06:00:30,-9.0122,-35.2225,76.66,83,46,7.47
376,Soke,ML,2021-11-24 06:00:30,13.598,-5.9386,73.69,28,15,9.62
377,Westport,US,2021-11-24 06:00:31,41.1415,-73.3579,33.78,65,0,1.99
378,Jagatsinghapur,IN,2021-11-24 06:00:31,20.2667,86.1667,82.76,59,11,7.05
379,Moerai,PF,2021-11-24 06:00:32,-22.4333,-151.3333,73.92,64,64,5.14
380,Grand Gaube,MU,2021-11-24 06:00:32,-20.0064,57.6608,81.37,67,28,8.01
381,Urubicha,BO,2021-11-24 06:00:32,-15.3833,-62.95,73.98,96,100,2.51
382,Yar-Sale,RU,2021-11-24 06:00:33,66.8333,70.8333,8.04,95,100,6.71
383,Saint-Augustin,CA,2021-11-24 06:00:33,51.226,-58.6502,41.77,98,100,15.82
384,Zhigansk,RU,2021-11-24 06:00:33,66.7697,123.3711,-35.28,100,49,2.39
385,Baykit,RU,2021-11-24 06:00:34,61.67,96.37,23.92,95,100,3.38
386,Fare,PF,2021-11-24 06:00:34,-16.7,-151.0167,80.35,75,60,3.53
387,Asyut,EG,2021-11-24 05:57:17,27.181,31.1837,57.38,58,17,5.19
388,Assare,BR,2021-11-24 06:00:34,-6.8744,-39.875,74.61,67,95,4.18
389,Buraydah,SA,2021-11-24 06:00:35,26.326,43.975,63.52,42,0,10.0
390,Baker City,US,2021-11-24 05:58:27,44.7749,-117.8344,32.83,85,21,3.83
391,Hede,CN,2021-11-24 06:00:35,33.7681,120.2517,59.02,29,0,14.25
392,Mayo,US,2021-11-24 06:00:35,38.8876,-76.5119,36.97,60,0,4.0
393,Berja,ES,2021-11-24 06:00:36,36.8469,-2.9497,46.76,56,2,6.35
394,Phan Thiet,VN,2021-11-24 05:56:00,10.9333,108.1,87.15,63,97,16.22
395,Marataizes,BR,2021-11-24 06:00:36,-21.0433,-40.8244,70.41,90,40,3.78
396,Petropavlovsk-Kamchatskiy,RU,2021-11-24 06:00:37,53.0452,158.6483,36.19,87,75,13.42
397,Soure,BR,2021-11-24 06:00:37,-0.7167,-48.5233,80.53,81,72,9.04
398,Madang,PG,2021-11-24 06:00:37,-5.2246,145.7966,84.94,67,76,7.49
399,Katsuura,JP,2021-11-24 06:00:38,35.1333,140.3,63.1,58,3,15.95
400,Maceio,BR,2021-11-24 06:00:38,-9.6658,-35.7353,76.44,88,40,2.3
401,Borogontsy,RU,2021-11-24 06:00:38,62.6683,131.1683,-11.29,97,100,2.37
402,Kraslava,LV,2021-11-24 06:00:39,55.8951,27.168,33.1,93,99,11.21
403,Cooma,AU,2021-11-24 06:00:33,-36.2333,149.1333,61.68,92,91,3.69
404,Kollam,IN,2021-11-24 05:58:12,8.8833,76.6,82.27,81,97,4.25
405,Bridlington,GB,2021-11-24 06:00:39,54.0831,-0.1919,46.58,89,14,7.14
406,Katiola,CI,2021-11-24 06:00:40,8.1333,-5.1,71.1,87,27,2.71
407,Galveston,US,2021-11-24 05:58:26,29.3669,-94.9669,68.97,81,33,1.99
408,Port Pirie,AU,2021-11-24 06:00:40,-33.1833,138.0167,74.75,56,91,6.91
409,Veinticinco De Mayo,AR,2021-11-24 06:00:40,-35.4323,-60.1727,62.06,54,0,8.5
410,Potsdam,DE,2021-11-24 06:00:41,52.3989,13.0657,45.21,97,84,1.99
411,Milkovo,RU,2021-11-24 06:00:41,54.7167,158.6167,28.4,95,100,9.48
412,Viedma,AR,2021-11-24 06:00:42,-40.8135,-62.9967,66.52,47,14,3.58
413,Serov,RU,2021-11-24 06:00:42,59.6033,60.5787,12.78,81,100,7.31
414,Souillac,MU,2021-11-24 06:00:42,-20.5167,57.5167,81.36,58,18,5.37
415,Zhezkazgan,KZ,2021-11-24 06:00:43,47.8043,67.7144,38.37,92,100,13.58
416,Yulara,AU,2021-11-24 06:01:43,-25.2406,130.9889,78.89,26,0,16.51
417,Lompoc,US,2021-11-24 05:58:18,34.6391,-120.4579,59.18,72,68,15.01
418,Tarpon Springs,US,2021-11-24 06:01:43,28.1461,-82.7568,52.97,62,1,7.0
419,Novoalekseyevskaya,RU,2021-11-24 06:01:44,44.8189,40.9339,36.41,99,100,4.25
420,Ocean Springs,US,2021-11-24 06:01:36,30.4113,-88.8278,48.22,66,1,5.75
421,Namibe,AO,2021-11-24 06:01:44,-15.1961,12.1522,70.7,66,3,5.57
422,Changji,CN,2021-11-24 06:01:44,44.0167,87.3167,39.99,45,0,4.47
423,Balkhash,KZ,2021-11-24 06:01:45,46.844,74.9804,34.41,100,40,0.0
424,Zyryanka,RU,2021-11-24 06:01:45,65.75,150.85,-17.3,94,100,4.85
425,Naze,JP,2021-11-24 06:01:45,28.3667,129.4833,61.79,51,36,9.22
426,Ahipara,NZ,2021-11-24 06:01:45,-35.1667,173.1667,61.88,89,85,2.15
427,Bujoru,RO,2021-11-24 06:01:46,43.7167,25.5667,43.48,76,94,7.05
428,Saba,HN,2021-11-24 06:01:46,15.4667,-86.25,66.74,96,100,0.83
429,Pitimbu,BR,2021-11-24 06:01:46,-7.4706,-34.8086,78.31,79,37,8.5
430,Deputatskiy,RU,2021-11-24 06:01:47,69.3,139.9,-22.72,95,100,4.5
431,Blumenau,BR,2021-11-24 06:01:47,-26.9194,-49.0661,73.08,91,99,2.26
432,Saint-Francois,FR,2021-11-24 06:01:47,46.4154,3.9054,33.24,92,90,3.44
433,Kroya,ID,2021-11-24 06:01:48,-7.6331,109.2461,85.39,69,98,6.26
434,Talnakh,RU,2021-11-24 06:01:48,69.4865,88.3972,8.29,94,96,9.62
435,Alice Springs,AU,2021-11-24 06:01:48,-23.7,133.8833,76.55,41,75,14.97
436,Ugoofaaru,MV,2021-11-24 06:01:49,5.6667,73.0,81.36,72,100,15.37
437,Belaya Gora,RU,2021-11-24 06:01:49,68.5333,146.4167,-20.31,99,100,1.23
438,Xiazhen,CN,2021-11-24 06:01:49,34.8022,117.1117,59.29,30,0,13.09
439,Sinnamary,GF,2021-11-24 06:01:50,5.3833,-52.95,78.35,86,55,8.19
440,Tsybli,UA,2021-11-24 06:01:50,49.9948,31.5628,30.33,80,87,4.36
441,San Juan,AR,2021-11-24 06:01:50,-31.5375,-68.5364,75.11,54,18,8.63
442,Isangel,VU,2021-11-24 06:01:50,-19.55,169.2667,76.75,81,100,6.33
443,Shache,CN,2021-11-24 06:01:51,38.4167,77.2406,39.36,28,90,2.53
444,Qandala,SO,2021-11-24 06:01:51,11.472,49.8728,82.36,51,90,4.03
445,Witney,GB,2021-11-24 06:01:51,51.7836,-1.4854,45.19,88,90,3.44
446,Lensk,RU,2021-11-24 06:01:52,60.7253,114.9278,-2.15,87,7,2.77
447,Salalah,OM,2021-11-24 06:01:08,17.0151,54.0924,87.76,26,97,7.02
448,Moron,AR,2021-11-24 05:57:30,-34.6534,-58.6198,71.35,48,0,1.99
449,Alekseyevsk,RU,2021-11-24 06:01:52,57.8406,108.3492,22.01,93,95,2.84
450,Florianopolis,BR,2021-11-24 06:01:52,-27.6146,-48.5012,70.63,82,84,10.8
451,Barranca,PE,2021-11-24 06:01:53,-10.75,-77.7667,64.27,88,100,6.93
452,Dukat,RU,2021-11-24 06:01:53,62.55,155.55,-8.23,100,88,2.42
453,Ambilobe,MG,2021-11-24 06:01:53,-13.2,49.05,88.79,49,66,1.99
454,Haimen,CN,2021-11-24 06:01:54,23.1935,116.6142,66.94,53,0,11.59
455,Cherskiy,RU,2021-11-24 06:01:54,68.75,161.3,-25.83,97,79,4.61
456,East London,ZA,2021-11-24 06:01:54,-33.0153,27.9116,61.74,88,40,13.8
457,Beya,RU,2021-11-24 06:01:55,53.0533,90.9139,30.52,68,78,17.07
458,Katangli,RU,2021-11-24 06:01:55,51.7102,143.2326,32.97,74,51,7.65
459,Abu Samrah,SY,2021-11-24 06:01:55,35.3029,37.1841,59.59,51,96,4.07
460,Abu Zabad,SD,2021-11-24 06:00:38,12.35,29.25,70.7,20,3,13.87
461,Harindanga,IN,2021-11-24 06:01:56,22.0383,88.3214,82.38,41,1,7.09
462,Morwa,IN,2021-11-24 06:01:56,22.9,73.8333,85.82,31,2,3.13
463,Esso,RU,2021-11-24 06:02:56,55.9333,158.7,23.52,99,100,4.92
464,Urcos,PE,2021-11-24 06:02:56,-13.6861,-71.6228,50.45,92,100,2.19
465,Lufilufi,WS,2021-11-24 06:02:57,-13.8745,-171.5986,83.79,71,16,6.55
466,Nelson Bay,AU,2021-11-24 06:02:57,-32.7167,152.15,78.85,79,100,4.0
467,Bonga,ET,2021-11-24 06:02:57,7.2833,36.2333,70.5,50,14,1.03
468,Nemuro,JP,2021-11-24 06:02:58,43.3236,145.575,41.22,56,52,27.6
469,Sungaipenuh,ID,2021-11-24 06:02:58,-2.0833,101.3833,78.44,44,99,2.53
470,Chengde,CN,2021-11-24 06:02:58,40.9725,117.9361,42.4,27,2,5.12
471,Noumea,NC,2021-11-24 06:00:06,-22.2763,166.4572,80.01,99,100,9.78
472,Mogadishu,SO,2021-11-24 06:02:59,2.0371,45.3438,82.49,67,40,7.45
473,Tyrma,RU,2021-11-24 06:02:59,50.0833,132.1667,27.16,89,58,2.48
474,Vanavara,RU,2021-11-24 06:01:16,60.34,102.2797,25.05,91,100,10.13
475,Turcianske Teplice,SK,2021-11-24 06:03:00,48.8623,18.8605,36.36,90,10,1.61
476,Murchison,NZ,2021-11-24 06:03:00,-41.8,172.3333,66.25,63,61,3.6
477,Promyshlennaya,RU,2021-11-24 06:03:00,54.9159,85.6385,25.75,82,83,15.7
478,Kulhudhuffushi,MV,2021-11-24 06:03:01,6.6221,73.07,80.06,81,100,13.53
479,Mackay,AU,2021-11-24 06:03:01,-21.15,149.2,85.68,71,86,13.47
480,Los Llanos De Aridane,ES,2021-11-24 06:03:01,28.6585,-17.9182,64.15,81,0,7.0
481,Turayf,SA,2021-11-24 06:03:02,31.6725,38.6637,56.26,50,68,7.58
482,Panzhihua,CN,2021-11-24 06:03:02,26.5851,101.7128,58.96,65,94,2.33
483,Kavieng,PG,2021-11-24 06:03:02,-2.5744,150.7967,84.34,73,100,11.68
484,Iztapa,GT,2021-11-24 06:03:02,13.9333,-90.7075,74.86,70,10,5.64
485,Krutinka,RU,2021-11-24 06:03:03,56.0055,71.5113,13.86,92,97,13.67
486,Kautokeino,NO,2021-11-24 06:03:03,69.0125,23.0412,5.22,97,54,4.54
487,Srednekolymsk,RU,2021-11-24 06:03:03,67.45,153.6833,-13.36,95,100,0.4
488,Dwarka,IN,2021-11-24 06:03:04,22.2394,68.9678,81.05,46,87,5.39
489,Alghero,IT,2021-11-24 06:03:04,40.5589,8.3181,57.29,82,40,8.05
490,Mareeba,AU,2021-11-24 06:03:04,-17.0,145.4333,89.44,55,45,10.33
491,Arlit,NE,2021-11-24 06:03:05,18.7369,7.3853,74.97,17,99,5.64
492,Kaitangata,NZ,2021-11-24 06:03:05,-46.2817,169.8464,59.85,60,92,4.99
493,Zelenoborsk,RU,2021-11-24 06:03:05,61.4669,64.0333,9.59,90,91,8.14
494,Vaasa,FI,2021-11-24 06:03:05,63.096,21.6158,34.95,86,90,14.97
495,Kieta,PG,2021-11-24 06:03:06,-6.2167,155.6333,84.85,71,59,5.46
496,Kargasok,RU,2021-11-24 06:03:06,59.0556,80.8572,22.48,89,100,12.82
497,Batemans Bay,AU,2021-11-24 06:03:06,-35.7167,150.1833,77.2,86,99,8.48
498,Palmer,US,2021-11-24 06:03:07,42.1584,-72.3287,28.62,55,40,1.01
499,Howard Springs,AU,2021-11-24 06:03:07,-12.497,131.047,95.99,66,100,8.48
500,Nova Olinda Do Norte,BR,2021-11-24 06:03:07,-3.8881,-59.0942,76.39,88,100,1.41
501,Flinders,AU,2021-11-24 06:03:07,-34.5833,150.8552,78.21,76,100,4.0
502,Murgab,TM,2021-11-24 06:03:08,37.4966,61.9714,60.53,29,6,6.15
503,Muros,ES,2021-11-24 06:03:08,42.7762,-9.0603,52.84,79,38,14.03
504,Biak,ID,2021-11-24 06:03:08,-0.9131,122.8766,82.17,76,97,1.12
505,Wilmington,US,2021-11-24 06:00:06,34.2257,-77.9447,34.95,50,1,4.7
506,Edmundston,CA,2021-11-24 06:03:09,47.3737,-68.3251,26.69,68,90,24.16
507,Marau,BR,2021-11-24 06:03:09,-28.4492,-52.2,54.84,88,10,5.37
508,Pingliang,CN,2021-11-24 06:03:09,35.5392,106.6861,51.35,20,0,4.09
509,Council Bluffs,US,2021-11-24 06:03:10,41.2619,-95.8608,55.65,54,75,17.27
510,Bubaque,GW,2021-11-24 06:03:10,11.2833,-15.8333,81.9,79,90,10.33
511,Lavrentiya,RU,2021-11-24 06:04:11,65.5833,-171.0,-0.71,89,3,7.96
512,Mikhaylovka,RU,2021-11-24 06:04:11,50.06,43.2379,19.78,58,67,7.9
513,Nago,JP,2021-11-24 06:04:11,26.5881,127.9761,70.23,52,29,8.57
514,Imeni Zhelyabova,RU,2021-11-24 06:04:12,58.9544,36.5956,21.4,88,99,10.11
515,Cassia,BR,2021-11-24 06:04:12,-20.5831,-46.9219,66.99,62,44,1.1
516,Balykshi,KZ,2021-11-24 06:04:12,47.0667,51.8667,32.0,93,90,17.9
517,Toamasina,MG,2021-11-24 06:04:13,-18.1667,49.3833,83.14,60,7,13.58
518,Arica,CL,2021-11-24 06:04:13,-18.475,-70.3042,64.63,72,90,6.91
519,Zavyalovo,RU,2021-11-24 06:04:13,54.5053,82.4484,25.25,84,99,20.15
520,Qasigiannguit,GL,2021-11-24 06:04:14,68.8193,-51.1922,37.65,71,100,28.01
521,Requena,ES,2021-11-24 05:59:31,39.4883,-1.1004,42.87,93,100,5.59
522,Teguise,ES,2021-11-24 06:04:14,29.0605,-13.564,59.22,77,0,2.3
523,Campos Altos,BR,2021-11-24 06:04:14,-19.6961,-46.1714,65.57,63,20,1.45
524,Nisia Floresta,BR,2021-11-24 06:04:15,-6.0911,-35.2086,76.01,86,69,4.94
525,Dubova,RO,2021-11-24 06:04:15,44.6167,22.2667,35.1,75,19,3.31
526,Churapcha,RU,2021-11-24 06:04:15,62.0025,132.4325,-12.44,95,100,2.17
527,Wanganui,NZ,2021-11-24 06:04:16,-39.9333,175.05,66.97,70,1,11.99
528,Zaprudnya,RU,2021-11-24 06:04:16,56.5667,37.4333,20.03,75,21,11.34
529,Itaguai,BR,2021-11-24 06:04:16,-22.8522,-43.7753,72.59,71,92,6.82
530,Manzanillo,CU,2021-11-24 06:04:16,20.3433,-77.1167,72.18,88,54,7.56
531,Mana,GF,2021-11-24 06:04:17,5.6592,-53.7767,77.92,88,95,8.55
532,At-Bashi,KG,2021-11-24 06:04:17,41.1702,75.8106,32.02,38,40,0.56
533,Ayagoz,KZ,2021-11-24 06:04:18,47.9714,80.4392,30.13,88,100,8.14
534,Shingu,JP,2021-11-24 06:04:18,33.7333,135.9833,54.52,56,8,10.2
535,Whitefish,US,2021-11-24 06:00:31,48.4111,-114.3376,35.38,97,90,0.0
536,Sitka,US,2021-11-24 06:04:18,57.0531,-135.33,37.29,70,90,14.97
537,Mount Isa,AU,2021-11-24 06:00:59,-20.7333,139.5,73.17,83,90,5.75
538,Paramonga,PE,2021-11-24 06:04:19,-10.6667,-77.8333,65.25,89,100,7.54
539,Bakchar,RU,2021-11-24 06:04:19,57.0186,82.0711,20.84,86,100,11.99
540,Miraflores,MX,2021-11-24 06:04:20,19.2167,-98.8083,59.04,87,91,2.68
541,Lasa,IT,2021-11-24 06:04:20,46.6166,10.7002,27.63,55,3,0.56
542,Nakusp,CA,2021-11-24 06:04:20,50.2499,-117.8023,25.77,99,85,0.34
543,Vestmanna,FO,2021-11-24 06:04:21,62.1564,-7.1664,38.32,75,75,23.02
544,Salinopolis,BR,2021-11-24 06:04:21,-0.6136,-47.3561,79.43,85,59,8.97
545,Nioki,CD,2021-11-24 06:04:21,-2.7167,17.6833,72.41,95,96,0.74
546,Ostrovnoy,RU,2021-11-24 06:04:22,68.0531,39.5131,30.25,57,100,20.74
547,Pochutla,MX,2021-11-24 06:04:22,15.7432,-96.4661,74.82,75,0,4.72
548,Honiara,SB,2021-11-24 06:01:42,-9.4333,159.95,83.32,79,100,5.95
549,Forbes,AU,2021-11-24 06:04:22,-33.3833,148.0167,72.19,88,100,6.6
550,Santiago De Cao,PE,2021-11-24 06:04:23,-7.9589,-79.2392,64.67,86,99,9.42
551,Robertsport,LR,2021-11-24 06:04:23,6.7533,-11.3686,79.84,82,26,5.55
552,Comodoro Rivadavia,AR,2021-11-24 06:04:06,-45.8667,-67.5,66.06,37,0,4.61
553,Vyazemskiy,RU,2021-11-24 06:04:23,47.5378,134.7525,21.31,95,100,10.83
554,Trollhattan,SE,2021-11-24 06:04:24,58.2333,12.4167,47.48,93,12,6.91
555,Acarau,BR,2021-11-24 06:04:24,-2.8856,-40.12,80.51,76,89,12.44
